"Brnd_Name","Gnrc_Name","Tot_Mftr","Mftr_Name","Tot_Spndng_2019","Tot_Dsg_Unts_2019","Tot_Clms_2019","Avg_Spnd_Per_Dsg_Unt_Wghtd_2019","Avg_Spnd_Per_Clm_2019","Outlier_Flag_2019","Tot_Spndng_2020","Tot_Dsg_Unts_2020","Tot_Clms_2020","Avg_Spnd_Per_Dsg_Unt_Wghtd_2020","Avg_Spnd_Per_Clm_2020","Outlier_Flag_2020","Tot_Spndng_2021","Tot_Dsg_Unts_2021","Tot_Clms_2021","Avg_Spnd_Per_Dsg_Unt_Wghtd_2021","Avg_Spnd_Per_Clm_2021","Outlier_Flag_2021","Tot_Spndng_2022","Tot_Dsg_Unts_2022","Tot_Clms_2022","Avg_Spnd_Per_Dsg_Unt_Wghtd_2022","Avg_Spnd_Per_Clm_2022","Outlier_Flag_2022","Tot_Spndng_2023","Tot_Dsg_Unts_2023","Tot_Clms_2023","Avg_Spnd_Per_Dsg_Unt_Wghtd_2023","Avg_Spnd_Per_Clm_2023","Outlier_Flag_2023","Chg_Avg_Spnd_Per_Dsg_Unt_22_23","CAGR_Avg_Spnd_Per_Dsg_Unt_19_23"
"Butrans","Buprenorphine",1,"Purdue Pharma L",22956993.36,173530,44199,132.22854724,519.40074119,0,29088907.12,206905,52528,140.49110517,553.77907249,0,33738236.37,227193.004,57511,148.27054884,586.63971014,0,32255317.95,205532,51982,156.57349069,620.50936767,0,37545454.4,231274,58447,162.1228078,642.38462881,0,0.035442252,0.0522761388
"Carbamazepine","Carbamazepine",1,"Torrent Pharmac",4240517.74,10931304.58,105734,0.3935804594,40.10552651,0,3462036.22,9933377.136,93104,0.3508207692,37.184613121,0,2565488.03,7819801.111,69502,0.3290991997,36.912434606,0,1869055.35,5995833.5,52987,0.3106516009,35.273847359,0,2182782.58,7928723.868,70823,0.2712997228,30.820250201,0,-0.126675278,-0.088820468
"Carbamazepine","Carbamazepine",1,"Teva USA",1899724.12,4306139.453,43808,0.4453059644,43.364776297,0,2284545.09,5823275.736,58271,0.3964878714,39.205524017,0,2416127.83,7043233.739,68521,0.343530756,35.261129143,0,1535709.37,5097805.283,45736,0.3012200739,33.577693065,0,672452.04,2653008.5,24262,0.2531754094,27.716265765,0,-0.159500208,-0.131658111
"Carbamazepine","Carbamazepine",1,"Taro Pharm USA",9975240.75,34116807.62,221231,0.3928492149,45.089706009,0,9950443.62,37764846.958,239771,0.3457262472,41.499779456,0,8295367.02,35790914.088,200333,0.3161292362,41.407890962,0,6504351.34,30073040.4,161402,0.2928104096,40.299075228,0,4716279.34,25892146.55,123105,0.2399722921,38.311029934,0,-0.180451636,-0.115935803
"Carbamazepine","Carbamazepine",1,"Pharm Assoc Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6275.22,5377,18,1.1045181129,348.62333333,1,2626.76,9036.4,22,0.3031243031,119.39818182,1,4328.37,11223,16,0.3597516213,270.523125,1,0.1868122009,-0.429290688
"Carbamazepine","Carbamazepine",1,"Novitium/Ani Ph",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4344.65,38929,43,0.1116044594,101.03837209,1,310167.23,2697035,3236,0.1150030422,95.848958591,0,0.0304520343,0.0304520343
"Carbamazepine","Carbamazepine",1,"Nivagen Pharmac",NA,NA,NA,NA,NA,NA,252551.45,630897.836,6030,0.4003048284,41.882495854,0,1134574.78,3335683.859,34964,0.3401325869,32.449799222,0,1252129.87,4252480.8,44967,0.2944469191,27.845528276,0,1851336.41,7248019.303,74915,0.2554265286,24.712492959,0,-0.132520967,-0.139088734
"Carbamazepine","Carbamazepine",1,"Mylan Instituti",34298.56,19347,551,2.1138183099,62.24784029,1,12472.1,11614.5,315,1.2816330763,39.593968254,0,52564.86,3586.5,94,15.461692382,559.2006383,1,NA,NA,NA,NA,NA,NA,16180.81,14.5,12,1098.7037654,1348.4008333,1,NA,3.7747786069
"Carbamazepine","Carbamazepine",1,"Morton Grove Ph",1042850.27,9117106.115,11703,0.1143839127,89.10965308,0,691579.52,6073949.5,7845,0.1138599391,88.15545188,0,292823.85,2596723,3523,0.1127666871,83.117754754,0,306039.02,2863509.8,3563,0.1068754924,85.893634578,0,38050.35,326772,382,0.1164431163,99.608246073,0,0.0895212142,0.0044705723
"Carbamazepine","Carbamazepine",1,"Major Pharmaceu",720588.83,2022542.75,22020,0.3558041412,32.724288374,0,533944.9,1367740.5,15259,0.3889478792,34.992129235,0,472919.9,805384.51,9369,0.6391935474,50.477094674,0,358346.65,369536.2,4603,1.0379722762,77.850673474,0,154476.37,223908.9,2808,0.7840790653,55.012952279,0,-0.244605002,0.2183924944
"Carbamazepine","Carbamazepine",1,"Apotex Corp",2099402.45,4859789.212,53642,0.4319945492,39.137288878,0,167235.66,455907.5,5512,0.366819278,30.340286647,0,522873.44,1628335.034,17286,0.3211092491,30.248376721,0,1342263.44,4494098.754,46800,0.2986724399,28.680842735,0,854291.61,3413810,34819,0.2502457987,24.53521382,0,-0.162139638,-0.127586993
"Carbamazepine","Carbamazepine",1,"Ahp",11930.15,4728.5,153,2.5230305594,77.974836601,1,4693.45,627.5,46,5.7929968749,102.03152174,1,NA,NA,NA,NA,NA,NA,32218.79,75,19,429.58386667,1695.7257895,1,5961.53,1865,42,6.7597873726,141.94119048,1,-0.984264336,0.2793890553
"Carbamazepine ER","Carbamazepine",1,"Jubilant Cadist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316081.73,373613,4552,0.8893328888,69.437989895,0,NA,0
"Carbamazepine ER","Carbamazepine",1,"Ingenus Pharmac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111056.63,132911,1684,0.8792782844,65.948117577,0,NA,0
"Carbamazepine ER","Carbamazepine",1,"Eywa Pharma Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13014.51,11965,109,1.0793098289,119.39917431,1,582262.02,524286,5763,1.1769032921,101.0345341,0,414780.52,410236,4800,1.0644331272,86.412608333,0,-0.095564492,-0.006915679
"Carbamazepine ER","Carbamazepine",1,"Avpak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003.93,874,12,1.1678135291,83.660833333,1,NA,0
"Carbamazepine ER","Carbamazepine",1,"Apotex Corp",3487291.07,3628017,41837,0.9603919599,83.354233573,0,2526100.91,2035232,22417,1.2396283905,112.68684079,0,4168278.88,3518337,37265,1.1833286763,111.85506185,0,4063178.44,3747453,39576,1.0833080574,102.66773903,0,4339572.96,4031371,41288,1.0767127716,105.10494478,0,-0.006088098,0.0289939877
"Carbamazepine ER","Carbamazepine",1,"Ahp",26150.05,3677.5,115,8.475998312,227.39173913,1,46898.68,4188,96,12.54842569,488.52791667,1,33989.57,1127,136,32.512406608,249.92330882,1,50503.26,766,79,66.830701267,639.28177215,1,23012.82,1283,71,45.355837248,324.12422535,1,-0.321332316,0.5209347465
"Carbamazepine ER","Carbamazepine",1,"Zydus Pharmaceu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211965.37,146052,1938,1.5470241813,109.37325593,0,360472.16,298738,4007,1.2755750283,89.960608934,0,219303.32,221982,2835,1.03770247,77.35566843,0,-0.186482608,-0.180992509
"Carbamazepine ER","Carbamazepine",1,"Upsher-Smith La",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53304,42093,497,1.2985618041,107.25150905,1,1712142.84,1600397,17360,1.1109023537,98.625739631,0,1786218.3,2072235,21817,0.8985310039,81.872773525,0,-0.191170132,-0.16816877
"Carbamazepine ER","Carbamazepine",1,"Sandoz",9129667.02,6296982,75327,1.515867602,121.2004596,0,9363914.88,6877572.111,79000,1.4174240999,118.5305681,0,7699575.67,6104584,68251,1.3143978179,112.8126426,0,2937489.15,2596716.111,30754,1.1655581254,95.515677635,0,678301.96,730642,9015,0.9590247287,75.241481974,0,-0.177196994,-0.108149349
"Carbamazepine ER","Carbamazepine",1,"Taro Pharm USA",11182907.15,7316890.5,93816,1.5907790589,119.20042583,0,10439154.04,7249873.25,89107,1.4958105613,117.15301873,0,5212257.28,4158170.5,51553,1.301673452,101.10482959,0,4928757.81,4567463.111,52346,1.1196282532,94.157295877,0,3958706.42,4176143.5,46963,0.9764783162,84.294155399,0,-0.127854881,-0.114857519
"Carbamazepine ER","Carbamazepine",1,"Rising Pharm",NA,NA,NA,NA,NA,NA,1418.98,1470,16,1.0074401253,88.68625,1,3314298.63,2696116,30043,1.274338139,110.31849782,0,2423123.71,2296655,25744,1.0897526226,94.123823415,0,2217314.68,2487995,27936,0.9124031927,79.371229954,0,-0.162742834,-0.032489135
"Carbamazepine ER","Carbamazepine",1,"Prasco Labs",7042564.55,6326801,68716,1.1120599722,102.48798751,0,9279726.65,7301495,76585,1.2700942365,121.16898414,0,4405274.31,3677775,36896,1.1976605747,119.39707041,0,3092577.08,2737349,27123,1.1306487436,114.02046529,0,3684722.72,3380311,33141,1.0914566021,111.18320871,0,-0.034663411,-0.004664336
"Carbamazepine ER","Carbamazepine",1,"Nostrum Laborat",70113.67,71599,841,0.9794194428,83.36940547,0,658702.36,524269,5518,1.2550911706,119.37338891,0,1879608.15,1557786.25,16400,1.2057504953,114.61025305,0,1745586.07,1581381,16827,1.1033541755,103.73721222,0,446348.19,404562,4463,1.1048268179,100.01079767,0,0.001334696,0.0305791969
"Carbamazepine ER","Carbamazepine",1,"Northstar Rx Ll",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242049.02,193022,2040,1.328435868,118.65148039,0,559334.98,542968,6331,1.0716746216,88.348598958,0,545791.06,657362,7520,0.8717041114,72.578598404,0,-0.186596292,-0.189945478
"Carbamazepine ER","Carbamazepine",1,"Major Pharmaceu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1645.69,1590,17,1.0350251572,96.805294118,1,3207.33,2817,30,1.1385623003,106.911,1,0.1000334556,0.1000334556
"Carbatrol","Carbamazepine",1,"Shire US Inc.",2620457.32,1538661,14080,1.7034118658,186.11202557,0,2258807.08,1317303,11360,1.7147313093,198.83865141,0,3308569.4,1894738,16470,1.7476140742,200.88460231,0,3364238.04,1920284.94,17149,1.7543936794,196.17692227,0,3002156.02,1704049,15588,1.764108225,192.59404799,0,0.0055372667,0.0087914417
"Catapres-Tts 1","Clonidine",1,"Boehringer Ing.",3245715.88,50721,12157,63.991559315,266.98329193,0,2726322.21,40166,9311,67.876368321,292.80659542,0,2674031.23,37805,8552,70.732210819,312.67904935,0,1766170.81,24923,5812,70.865096898,303.88348417,0,86394.24,1308,324,66.050642202,266.64888889,0,-0.067938307,0.0079490686
"Catapres-Tts 2","Clonidine",1,"Boehringer Ing.",4619419.23,43055.2,10215,107.29062297,452.21920999,0,4105167.01,36370,8219,112.87234012,499.47280813,0,4149134.09,34255.008,7292,121.12489041,568.99809243,0,2547605.66,21461,4644,118.70861842,548.58003015,0,87468.02,774,161,113.00777778,543.27962733,0,-0.048023814,0.0130634386
"Catapres-Tts 3","Clonidine",1,"Boehringer Ing.",7269538.15,49701,11473,146.26543027,633.62138499,0,6259215.85,40048,8904,156.29284484,702.96673967,0,5952110.1,36073.012,7672,165.00174978,775.82248436,0,3949057.71,24338,5326,162.25892473,741.4678389,0,193013,1152.5,299,167.47331887,645.52842809,0,0.0321362548,0.0344297052
"Celexa","Citalopram Hydrobromide",1,"Forest/Allergan",496550.68,56694.12,1599,8.7526342611,310.53826141,0,483614.94,53906,1355,8.9716679697,356.91139483,0,474499.35,52915,1218,8.9606046296,389.57253695,0,417755.57,47678,1072,8.747763561,389.69736007,0,384118.9,43177,980,8.8897211579,391.95806122,0,0.0162278731,0.0038927998
"Celexa","Citalopram Hydrobromide",1,"Forest Pharmace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,29,16,0,0,1,NA,0
"Chantix","Varenicline Tartrate",1,"Pfizer US Pharm",270149370.6,35368957.192,659012,7.6391620989,409.93088229,0,261744929.56,33129390.645,604320,7.9073520182,433.12306321,0,142130353.03,17474902.539,319372,8.13999607,445.03072602,0,1157604.59,127146,2437,9.2341553619,475.01214198,1,241570.04,23817.5,473,12.197918945,510.71890063,1,0.3209566514,0.1241130882
"Chlordiazepoxide HCl","Chlordiazepoxide HCl",1,"Teva USA",786396.61,2762722.6,92684,0.3002591206,8.484707285,0,946063.85,3026023.79,104320,0.3343194574,9.0688635928,0,1285683.36,2578277,90090,0.5608308248,14.271099567,0,2106848.62,2365037.73,90431,0.9914318854,23.297858257,0,1354468.19,2669193.26,104369,0.5555268111,12.977686765,0,-0.439672236,0.1662783236
"Chlordiazepoxide HCl","Chlordiazepoxide HCl",1,"Solco Healthcar",31333.53,125028,4599,0.2588197814,6.8131180691,0,3365.39,10933,511,0.3094179273,6.585890411,0,35214.53,3913,293,9.9541671311,120.18610922,1,16834.78,2032,173,8.348600734,97.310867052,1,43753.21,2368,198,18.082809836,220.97580808,1,1.1659689344,1.8911266187
"Chlordiazepoxide HCl","Chlordiazepoxide HCl",1,"Mylan Instituti",387789.19,19137.01,4444,21.695787315,87.261293879,1,613279.38,17668.2,3951,35.467747414,155.221306,1,662578.04,18300,3527,35.888971088,187.85881486,1,408582.06,8515,1976,71.105774518,206.77229757,1,527569.94,29282,4161,19.69187622,126.78921894,1,-0.723062208,-0.023936842
"Chlordiazepoxide HCl","Chlordiazepoxide HCl",1,"Epic Pharma LLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65074.26,166111,5973,0.4159380748,10.894736313,0,91143.15,142777,6524,0.6564699953,13.970439914,0,49675.84,55713,2891,0.90185566,17.182926323,0,0.3737957051,0.4724961874
"Chlordiazepoxide HCl","Chlordiazepoxide HCl",1,"Chartwell Rx Ll",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16436.6,5783,252,2.9227713649,65.224603175,0,17275.42,18226,763,0.948927324,22.641441678,0,-0.67533303,-0.67533303
"Chlordiazepoxide-Amitriptyline","Amitriptyline/Chlordiazepoxide",1,"Mylan",105571.13,72733,1309,1.4420701473,80.650213904,0,65520.06,47948,816,1.3692501851,80.294191176,0,57019.03,40397,711,1.4010478069,80.195541491,0,49749.68,35903,611,1.3779725109,81.423371522,0,40758.43,29383,533,1.3905895695,76.469849906,0,0.0091562484,-0.009046798
"Chlordiazepoxide-Clidinium","Chlordiazepoxide/Clidinium Br",1,"Sunrise Pharmac",NA,NA,NA,NA,NA,NA,131869.98,14355,223,9.1863448276,591.34520179,0,345764.64,58030,789,5.958377391,438.23148289,0,302417.86,102120,1249,2.9613969839,242.12799039,0,130281.6,104509,1257,1.2466065124,103.64486874,0,-0.579047821,-0.486119408
"Chlordiazepoxide-Clidinium","Chlordiazepoxide/Clidinium Br",1,"Micro Labs USA,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3919.08,6007,70,0.6524188447,55.986857143,1,NA,0
"Chlordiazepoxide-Clidinium","Chlordiazepoxide/Clidinium Br",1,"Eci Pharmaceuti",31451.84,14374,205,2.188106303,153.42360976,1,6211.61,1990,27,3.1214120603,230.05962963,1,307117.57,47862,628,6.4167308094,489.04071656,0,63426.08,13330,210,4.7581455364,302.02895238,0,3962.02,1319,23,3.0038059136,172.26173913,1,-0.368702388,0.0824325978
"Chlordiazepoxide-Clidinium","Chlordiazepoxide/Clidinium Br",1,"Dr.Reddy'S Lab",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67482.72,13891,147,4.8580174214,459.06612245,0,42190.91,13578,193,3.1072993077,218.6057513,1,-0.360377076,-0.360377076
"Chlordiazepoxide-Clidinium","Chlordiazepoxide/Clidinium Br",1,"Cameron Pharmac",885823.59,115191,1565,7.6900416699,566.02146326,0,783130.49,172669,2244,4.5354434786,348.98863191,1,746576.57,116805,1516,6.3916490732,492.46475594,0,92115.56,26407,384,3.4883008293,239.88427083,0,14966.86,3874,68,3.8634124935,220.10088235,0,0.1075342072,-0.158099831
"Chlordiazepoxide-Clidinium","Chlordiazepoxide/Clidinium Br",1,"Avet Pharmaceut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34704.68,5702,75,6.0864047703,462.72906667,1,228766.54,32430,417,7.0541640456,548.60081535,1,0.1590034367,0.1590034367
"Chlordiazepoxide-Clidinium","Chlordiazepoxide/Clidinium Br",1,"Ascend Laborato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,721254.51,116528,1463,6.1895382226,492.99693096,0,1359006.36,284732,3609,4.7729315988,376.56036575,0,379121.04,194193,2518,1.9522899384,150.56435266,0,-0.590966286,-0.438379394
"Chlordiazepoxide-Clidinium","Chlordiazepoxide/Clidinium Br",1,"Amneal Pharmace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64470.94,26970,370,2.3904686689,174.24578378,0,60373.46,49786,678,1.2126593822,89.04640118,0,-0.492710614,-0.492710614
"Chlorpromazine HCl*","Chlorpromazine HCl",1,"Zydus Pharmaceu",NA,NA,NA,NA,NA,NA,3086989.62,720621.75,10530,4.2799554144,293.16140741,0,4472534.96,1247518.7,18909,3.5710158294,236.52942831,0,5637318.81,2220071.999,32917,2.5543565795,171.25858401,0,5795348.83,3420577.081,52206,1.6952131719,111.00924855,0,-0.336344352,-0.265607289
"Chlorpromazine HCl*","Chlorpromazine HCl",1,"West-Ward/Hikma",570710.67,26144.8,5262,21.828840534,108.45888826,1,515628.3,23533.1,4315,21.910768237,119.49670915,1,341114.74,15163.789,3533,22.495349942,96.551016134,1,430074.89,17943.2,3415,23.968683958,125.93701025,1,366018.69,13022.24,3000,28.107198915,122.00623,1,0.1726634205,0.065238182
"Chlorpromazine HCl*","Chlorpromazine HCl",1,"Upsher-Smith La",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3937427.12,1493531.865,24229,2.6750632707,162.50885798,0,5680889.72,3715225.95,60346,1.5478332845,94.138629238,0,-0.421384421,-0.421384421
"Chlorpromazine HCl*","Chlorpromazine HCl",1,"Upsher Smith La",38889564.67,8100739.142,129217,4.8214444631,300.9632221,0,31118423.12,7035635.629,110644,4.4558540929,281.24817541,0,22084831.72,5710860.2,92441,3.8782979462,238.90732164,0,7990383.3,2572603.65,43572,3.1071956857,183.3834412,0,844191.24,431408.7,6919,1.9403113007,122.01058534,0,-0.375542612,-0.203522409
"Chlorpromazine HCl*","Chlorpromazine HCl",1,"Sun Pharmaceuti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1483425.98,455991,6748,3.2827470531,219.83194724,0,555042.75,180025.5,2929,3.1225516371,189.49906111,0,58490.69,37698,526,1.6130209823,111.19903042,0,-0.483428564,-0.299026987
"Chlorpromazine HCl*","Chlorpromazine HCl",1,"Sandoz",16328829.01,3834870.3,58982,4.2514931533,276.84427469,0,9097635.53,2248275.76,34474,4.0390517687,263.89846058,0,4092865.54,1129390.4,17231,3.5975249338,237.52919389,0,261786.28,81142.1,1328,3.1616279895,197.12822289,0,99319.89,20558,180,4.8993216222,551.77716667,1,0.5496198915,0.0360927065
"Chlorpromazine HCl*","Chlorpromazine HCl",1,"Novadoz Pharmac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392400.02,174035.5,2438,2.2801450658,160.95160788,0,892723.02,568962.5,8282,1.5869009758,107.79075344,0,-0.304035081,-0.304035081
"Chlorpromazine HCl*","Chlorpromazine HCl",1,"Northstar Rx Ll",NA,NA,NA,NA,NA,NA,401264.05,99259,1337,4.075986368,300.12270007,0,4526557.31,1268092,18510,3.6013000601,244.54658617,0,2832420.98,1137554.1,17418,2.4746161354,162.61459295,0,1584073.37,947152.933,14788,1.6580659997,107.11883757,0,-0.329970424,-0.259048644
"Chlorpromazine HCl*","Chlorpromazine HCl",1,"Zameer Pharmace",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10301.72,4789,85,2.1570272803,121.19670588,1,45477.97,30552,488,1.4337100563,93.192561475,0,-0.335330587,-0.335330587
"Chlorpromazine HCl*","Chlorpromazine HCl",1,"Mylan Instituti",236267.26,25791.5,684,11.322770324,345.41997076,1,88775.72,12132.55,470,9.6556922943,188.88451064,0,37946.93,1270.9,135,42.08058498,281.08837037,1,7973.09,914.8,59,10.790046042,135.13711864,1,19787.88,240.6,49,133.8072343,403.83428571,1,11.400988261,0.8540938957
"Chlorpromazine HCl*","Chlorpromazine HCl",1,"Major Pharmaceu",1352.53,418.05,15,2.9185535481,90.168666667,1,39570.48,4888.2,188,12.979810611,210.4812766,1,52241.83,5409.45,283,17.425039005,184.60010601,1,39420.34,7117.05,273,7.4482301593,144.39684982,1,53099.09,5596.4,248,17.579575695,214.10923387,1,1.3602352933,0.5666074254
"Chlorpromazine HCl*","Chlorpromazine HCl",1,"Lannett Co. Inc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2237742.93,715557,10577,3.1139485663,211.5668838,0,5579476.15,2048906.81,31562,2.7319855827,176.77828243,0,3200121.35,1905622.5,29452,1.6817465598,108.6554852,0,-0.38442334,-0.265106246
"Chlorpromazine HCl*","Chlorpromazine HCl",1,"Glenmark Pharma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479436.18,152679,2137,3.1498923505,224.35010763,0,5249117.5,2217093.4,32982,2.360996039,159.15097629,0,2261185.19,1453081.6,22846,1.5579244113,98.975102425,0,-0.340141031,-0.296724748
"Chlorpromazine HCl*","Chlorpromazine HCl",1,"Chartwell Rx Ll",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20772.06,15872,208,1.2784285813,99.865673077,1,NA,0
"Chlorpromazine HCl*","Chlorpromazine HCl",1,"Avpak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2077.34,669,60,12.576541432,34.622333333,1,15602.9,1580.2,111,17.959760231,140.56666667,1,0.4280365018,0.4280365018
"Chlorpromazine HCl*","Chlorpromazine HCl",1,"Auromedics-Eugi",NA,NA,NA,NA,NA,NA,6168.42,367,33,16.807683924,186.92181818,1,189484.73,10528.4,1420,17.997485848,133.4399507,0,207550.86,8750,1544,23.720098286,134.42413212,0,195374.4,9245,1212,21.132979989,161.2,0,-0.109068616,0.0793218187
"Chlorpromazine HCl*","Chlorpromazine HCl",1,"Arbor/Azurity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118523.16,21044,238,6.0206951998,497.99647059,1,44219.33,7537.15,102,7.0004311755,433.52284314,1,0.1627280477,0.1627280477
"Chlorpromazine HCl*","Chlorpromazine HCl",1,"Amneal Pharmace",14054032.53,2961074.1,43527,4.778444883,322.88079881,0,20147891.43,4819637.068,71277,4.2021812323,282.67030641,0,12553439.42,3536426,53936,3.5356290039,232.74694861,0,4071000.69,1595854.75,24889,2.5345637804,163.5662618,0,2401839.89,1563118.3,23503,1.525858965,102.19290686,0,-0.397979654,-0.248278532
"Chlorpromazine HCl*","Chlorpromazine HCl",1,"Ahp",10116.9,1852,31,5.9675622952,326.3516129,1,6722.4,917,49,6.8448277591,137.19183673,1,10859.66,1715.1,90,5.2216109322,120.66288889,1,5596.19,2332.55,210,2.3952090898,26.64852381,1,9529.33,1973.2,116,8.9241427891,82.149396552,1,2.7258303783,0.105840235
"Citalopram HBr","Citalopram Hydrobromide",1,"Torrent Pharmac",12023584.28,63113670.603,1842501,0.1905375685,6.5256867052,0,11790663.13,65038415.867,1765836,0.1813123982,6.677099759,0,12119605.11,71010034.4,1801214,0.1706585938,6.7285758994,0,12045895.74,70957894.453,1726680,0.1698031929,6.9763336229,0,11527382.48,62799188.571,1483630,0.1836412146,7.7697151446,0,0.0814944728,-0.009174022
"Citalopram HBr","Citalopram Hydrobromide",1,"Silarx/Lannett",363329.46,1325224,5636,0.2741645639,64.465837473,0,323070.36,1200664.5,4951,0.269076299,65.253556857,0,221896.12,941677.5,3907,0.2356391865,56.794502176,0,55755.16,215243,959,0.2590335574,58.138852972,0,13272.29,49852.5,204,0.266231182,65.060245098,0,0.0277864561,-0.007313994
"Citalopram HBr","Citalopram Hydrobromide",1,"Roxane/West-War",312267.69,1139144.5,4634,0.2741247401,67.386208459,0,269035.55,988737,4021,0.2721002147,66.907622482,0,292894.2,1113304,4330,0.2630855543,67.643002309,0,445247.13,1656107.5,6544,0.2688515872,68.038986858,0,470180.43,2023893,7456,0.2323148655,63.060679989,0,-0.135899223,-0.040528251
"Citalopram HBr","Citalopram Hydrobromide",1,"Major Pharmaceu",1271245.34,26848.86,2571,57.097571261,494.45559704,0,1816104.84,23889,2667,88.19995579,680.95419573,0,2155954.73,19912.41,2961,131.09341442,728.11709895,0,1819701.25,15873.9,3108,123.71014413,585.48946268,1,1406084.14,15499.28,2425,100.5785031,579.82851134,1,-0.186982573,0.1520514719
"Citalopram HBr","Citalopram Hydrobromide",1,"Mylan",5935140.77,29137056.249,843563,0.2039160216,7.0358002544,0,6170217.93,30236392.746,818390,0.2042377137,7.5394590965,0,5121771.95,26602729.348,659360,0.1927297738,7.7677929356,0,4974733.95,22902593.277,529992,0.2167667927,9.3864321537,0,4935205.63,25859154.25,576634,0.1909371119,8.558644877,0,-0.119158846,-0.016306617
"Citalopram HBr","Citalopram Hydrobromide",1,"Legacy Pharmace",1397430.42,12813950,362473,0.1090834364,3.8552676199,0,1421571.79,13180853,336038,0.1078641712,4.2303899857,0,829080.51,8160016.5,195147,0.1015722848,4.2484922136,0,45252.94,290451,6309,0.1543501901,7.1727595498,0,25844.51,159643,3197,0.1618894032,8.0839881139,0,0.048844858,0.1037352246
"Citalopram HBr","Citalopram Hydrobromide",1,"Exelan Pharmace",188550.31,148758,4230,1.2715036391,44.574541371,0,103186.79,103879,2376,1.0032832043,43.42878367,0,202949.01,230866,4963,0.881143716,40.892405803,0,232558.11,115545,2708,1.9979682724,85.878179468,1,275667.3,109731,2625,2.4907554168,105.01611429,1,0.246644129,0.1830507331
"Citalopram HBr","Citalopram Hydrobromide",1,"Epic Pharma LLC",73287.04,338165,11424,0.2170968773,6.4151820728,0,57544.63,253286,8229,0.2277323136,6.992906793,0,27093.76,128132,3975,0.211850734,6.8160402516,0,18556.48,98951.5,2957,0.1884531325,6.2754413257,0,22941.27,107966.5,3114,0.2126264284,7.3671387283,0,0.1282721893,-0.005188225
"Citalopram HBr","Citalopram Hydrobromide",1,"Dr.Reddy'S Lab",140.66,1797,58,0.0780957854,2.4251724138,1,584.68,4300,130,0.1338186723,4.4975384615,1,104875.79,625328,15684,0.1675651262,6.6868011987,0,1047525.7,5112787.5,136469,0.2048877778,7.6759242026,0,1060468.83,4591880,122147,0.2308477738,8.6819064733,0,0.1267034875,0.3112168556
